title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
PitchBook Data Extraction Specialist,4 weeks ago,"We are seeking a skilled and detail-oriented PitchBook Data Extraction Specialist to join our team on a freelance basis. As a PitchBook Data Extraction Specialist, you will be responsible for extracting specific data, including names, email addresses, company names, and revenue, directly from PitchBook's database. The ideal candidate will have a strong understanding of PitchBook's platform and experience in navigating and extracting data efficiently.

Responsibilities:

Utilize PitchBook's platform to extract targeted data points, including names, email addresses, company names, and revenue.
Ensure accuracy and completeness of extracted data by cross-referencing with provided criteria and guidelines.
Organize and format extracted data into a structured format for further analysis or integration into internal systems.
Collaborate with internal stakeholders to understand project requirements and prioritize data extraction tasks accordingly.
Proactively identify and resolve any issues or discrepancies in the extracted data.
Requirements:

Previous experience working with PitchBook's platform and familiarity with its data structure.
Strong attention to detail and accuracy in data extraction and entry.
Excellent organizational and time management skills, with the ability to prioritize tasks effectively.
Proficient computer skills, including experience with data extraction tools and software.
Effective communication skills, both written and verbal.
Ability to work independently and collaboratively in a fast-paced environment.
If you have a proven track record in data extraction and a keen eye for detail, we'd love to hear from you. Please submit your proposal outlining your relevant experience and approach to data extraction from PitchBook.

MUST HAVE ACCESS TO PITCHBOOK do not apply if you don't have access to pitch book.",/jobs/PitchBook-Data-Extraction-Specialist_~01d6d8b44e0fd1ee7f/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;x;o",Hourly
Looking to purchase a list of cleaning businesses in New Hampshire,4 weeks ago,"I need a list of cleaning business in New Hampshire including email and phone for each. Any other contact info is a plus. Not looking to pay by the hour, I am looking for somebody who has already scraped this data and is willing to sell it.",/jobs/Looking-purchase-list-cleaning-businesses-New-Hampshire_~01f383f917546dd58d/?referrer_url_path=/nx/search/jobs,$20.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;P",
Lead Generation expert,4 weeks ago,"Seeking a skilled lead generation expert for collecting leads via LinkedIn, websites, and lead generation software. The ideal candidate should have a proven track record in lead generation, excellent research skills, and the ability to deliver accurate leads efficiently.

Responsibilities:

Identify and collect leads from LinkedIn, company websites, and using lead generation tools.
Verify the accuracy of lead information and ensure they meet the specified criteria.
Organize leads systematically for tracking and reporting purposes.
Meet weekly lead collection targets and provide progress reports.

Requirements:

Experience in lead generation across various platforms, especially LinkedIn.
Proficiency with lead generation software and tools.
Strong research, analytical, and data management skills.
Ability to work independently to meet deadlines.

please -No agencies",/jobs/Lead-Generation-expert_~0124dd3e88b6906139/?referrer_url_path=/nx/search/jobs,,Hourly,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;D;S;c;p;A;o;L;d;G;C;y;N;u;R;s;h;+;6",Hourly
"Charity organizations, prosthetic centers contacts in the Middle East required",4 weeks ago,"Hello,

I need to prepare a list of charity organizations, and prosthetics organizations (that offer prosthetics and orthotics to people, and not manufacturers) in countries of the Middle East. Priority is given to the United Arab Emirates and Saudi Arabia.
The list must contain the centre's name, contact phone number, email, and address (street address, city, country).",/jobs/Charity-organizations-prosthetic-centers-contacts-the-Middle-East-required_~011cc98178ed68a4dd/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o;P",
Webscraping by email,4 weeks ago,"Based on the list of company email addresses, you need to obtain data: company name, position (e.g. from Linkedin), website, company address, industry of company.
400 records. 
Time: max 2 days (after this time I close the contract)
Budget: $15",/jobs/Webscraping-span-class-highlight-email-span_~0165ca9e5e041dcac1/?referrer_url_path=/nx/search/jobs,$15.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o",
Extracting data from AirBnB | Finding contacts for listings,4 weeks ago,"We're looking for a Database Analyst - to help us gather information from AirBnb.com. Your task is to find listings and hosts that match our provided criteria and FIND their direct contact details outside AirBnB. You'll use tools like Google, LinkedIn, Instagram and data scraping to find emails, phone numbers, and social media accounts that belong to property hosts.

Responsibilities:

- Search AirBnb.com for listings and hosts based on our criteria.
Collect contact details including emails, phone numbers, and social media profiles.
- Verify the accuracy of the information gathered.
- Keep detailed records of your findings.

Requirements:

- Strong internet research skills.
- Attention to detail.
- Ability to follow instructions.
- Good communication skills.
- Familiarity with AirBnb.com is a plus.",/jobs/Extracting-data-from-AirBnB-Finding-contacts-for-listings_~012ebad1b0052f332e/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;V;u;l;A;s;e",$5.00 - $10.00
B2B Lead Generation and Cold Outreach Expert For SaaS Company,4 weeks ago,"We are on the hunt for a Cold Email, LinkedIn, and Data Scraping Specialist with a knack for uncovering high-quality leads and crafting compelling outreach strategies. You’ll be instrumental in our efforts to connect with potential clients by leveraging advanced data scraping techniques, and executing impactful cold email and LinkedIn campaigns. Your role is pivotal in generating leads that fuel our sales pipeline and ultimately drive our growth.

Responsibilities:

	•	Implement and refine data scraping strategies to identify potential leads, focusing on accuracy and relevance.
	•	Design and execute cold email campaigns that effectively communicate AcquisitionAI’s value proposition, driving engagement and responses.
	•	Utilize LinkedIn for outreach, building connections, and nurturing leads through personalized messaging and engagement strategies.
	•	Monitor, analyze, and report on campaign performance, using insights to optimize future outreach for better conversion rates.
	•	Collaborate with the sales and marketing teams to ensure alignment on target demographics, messaging, and goals.
	•	Stay up-to-date with the latest trends and tools in lead generation, cold emailing, LinkedIn outreach, and data scraping to maintain a competitive edge.
	•	Manage and maintain the integrity of lead databases, ensuring data is accurate, organized, and GDPR-compliant.

Requirements:

	•	Proven experience in cold email campaigns, LinkedIn outreach, and data scraping techniques",/jobs/B2B-Lead-Generation-and-Cold-Outreach-Expert-For-SaaS-Company_~015f88741b2bed87aa/?referrer_url_path=/nx/search/jobs,,Hourly,"W;e;b; ;S;c;r;a;p;i;n;g;,;D;t;E;y;L;d;G;o;l;M;A;s;C;&;P;B;2;k;I;m;F;x;u;O;z;R;+;1;0",Hourly
Web scraper and data enrichment expert,4 weeks ago,"Looking for an expert web scraper to scrape for Shopify store names and enrich the data with contact emails to prepare a leads gen target list. 

You will work with a VC-backed startup founder and a virtual team of 8 to perform the task. You will report to the founder and work closely with her on the deliverables. You will communicate with the founder and the team via email or Slack. 

Would like the deliverables in two weeks.

Required skills and experience:
- Expert web scraper
- Familiar with eCommerce/Shopify store scraping
- Familiar with data enrichment tools to enrich the data with contact emails, revenue, etc.",/jobs/Web-span-class-highlight-scraper-span-and-data-enrichment-expert_~01106cbecfc23f43d6/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $35.00,"W;e;b; ;S;c;r;a;p;i;n;g;,;D;t;E;x;o;L;d;G;M;P;y;h;s;f;l;+;2",$5.00 - $35.00
Generate Lead List by Finding Contact Information of Candidates on Indeed Resume,4 weeks ago,"Travel Healthcare Recruiter looking for a list of candidates to connect with via phone or email. Using Indeed Resume, pull candidate contact data and upload in spreadsheet. Candidate email cannot be a work email, must be their personal email. Either Personal Email or Phone Number, but hopefully both. Targeting a Preset Search provided to you from me.",/jobs/Generate-Lead-List-Finding-Contact-Information-Candidates-Indeed-Resume_~01530c6c690a9f585c/?referrer_url_path=/nx/search/jobs,$300.00,Fixed price,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;D;S;c;p;L;d;G;o;y;I;R;u;P;s;B;+;1",
Find Contact Information for Lead List,4 weeks ago,"We have a list of 1050 companies that I am seeking to get contact information for - name, email, phone, and company web domain of 1 - 2 contacts in the organization.  Column A is the company name.",/jobs/Find-Contact-Information-for-Lead-List_~01d6686c5e2833e811/?referrer_url_path=/nx/search/jobs,$35.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o;C;P",
Marketing Automation and Lead Gen (possibly using Bardeen),4 weeks ago,"Overview :
I am looking to contact the people who are currently advertising a job on Linkedin. I believe this is straightforward using Bardeen.

What we do
We sell a service to people that are recruiting and interviewing job candidates.

What we want
I want to add these contacts to my Leads list and campaigns that Instantly.ai is running, so that they automatically get sent a series of campaign emails once they are added to the lead list.

I also have several sales agents, whose job it is to phone the leads and turn them into customers. Ultimately they just want to open up a spreadsheet, or Hubspot and find relevant people to contact by phone and email.

I think some marketing automation using Bardeen can do all of the above.

Who do we sell to
We sell to organisations that recruit every month.
Organisations that are currently advertising a job on LinkedIn also make good prospects, as the timing is good and they provide contact details in the “Meet the hiring team” section.

Typical job titles we deal with are;
CEO
Sales Manager
HR Manager

Automation Example #1 - LinkedIn Jobs
Search Linkedin Jobs using a specific keyword (e.g: cyber security) and search criteria. 
[keyword - jobtitle] in Jobs section + [location] 

Changes to the keyword or the location would be a separate campaign going to a separate spreadsheet and a separate campaign on Instantly.ai.
Select a Location : (UK)
Scrape and Copy the job details to a Google Spreadsheet
The job post url https://www.linkedin.com/jobs/search/?currentJobId=3854201581&distance=25.0&geoId=101165590&keywords=cybersecurity&origin=HISTORY 
Job Title
Meet the hiring team - Some jobs also have a section called “meet the hiring team”, where we find the individual responsible for promoting the job. Add their contact details to the job record in the spreadsheet.
Company
Firstname
Surname
Job title
LinkedIn profile URL linkedin.com/in/sam-martin92
Tel
Email

With Linkedin, caution is required as too much activity will see my LinkedIn account shut down. Can you build in a choke to make activity levels look human and restrict the number of searches per day to 50.

Ideally, each sales agent would be able to run this automation on their own free LinkedIn account rather than me having to run it centrally on mine. This would increase the number of searches we can do significantly. Can we make it easy for them to operate?",/jobs/Marketing-Automation-and-Lead-Gen-possibly-using-Bardeen_~01f4e89624f6d77dc2/?referrer_url_path=/nx/search/jobs,,Hourly: $10.00 - $30.00,"L;e;a;d; ;M;n;g;m;t;A;u;o;i;,;r;k;G;S;y;I;D;v;l;p",$10.00 - $30.00
